objid,class,ra,dec,ra_deg,dec_deg,nvote,p_el_debiased,p_cs_debiased,image_path,source_url
587735697516265537,uncertain,11:58:06.80,+58:18:09.3,179.5283333333,58.3025833333,56,0.786,0.161,images\uncertain\587735697516265537.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=179.5283333333&dec=58.3025833333&scale=0.396&width=256&height=256&opt=
587733081889833058,elliptical,13:08:02.60,+55:21:08.1,197.0108333333,55.3522500000,26,0.923,0.0,images\elliptical\587733081889833058.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=197.0108333333&dec=55.3522500000&scale=0.396&width=256&height=256&opt=
587729748448510050,elliptical,15:20:47.96,+02:17:37.8,230.1998333333,2.2938333333,29,0.947,0.053,images\elliptical\587729748448510050.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=230.1998333333&dec=2.2938333333&scale=0.396&width=256&height=256&opt=
588848901523964202,spiral,12:06:25.33,+01:07:30.2,181.6055416667,1.1250555556,53,0.025,0.934,images\spiral\588848901523964202.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=181.6055416667&dec=1.1250555556&scale=0.396&width=256&height=256&opt=
587739114709844223,uncertain,09:46:06.12,+30:35:55.4,146.5255000000,30.5987222222,32,0.644,0.259,images\uncertain\587739114709844223.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=146.5255000000&dec=30.5987222222&scale=0.396&width=256&height=256&opt=
587739507152978047,elliptical,12:05:35.70,+33:37:24.2,181.3987500000,33.6233888889,23,1.0,0.0,images\elliptical\587739507152978047.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=181.3987500000&dec=33.6233888889&scale=0.396&width=256&height=256&opt=
588013383809368274,elliptical,10:18:27.29,+48:53:27.0,154.6137083333,48.8908333333,30,0.895,0.105,images\elliptical\588013383809368274.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=154.6137083333&dec=48.8908333333&scale=0.396&width=256&height=256&opt=
588017625082167415,uncertain,12:26:42.33,+43:47:04.1,186.6763750000,43.7844722222,62,0.467,0.017,images\uncertain\588017625082167415.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=186.6763750000&dec=43.7844722222&scale=0.396&width=256&height=256&opt=
588015508734017670,elliptical,00:13:52.45,-00:23:48.2,3.4685416667,-0.3967222222,40,1.0,0.0,images\elliptical\588015508734017670.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=3.4685416667&dec=-0.3967222222&scale=0.396&width=256&height=256&opt=
587745402006143153,spiral,10:07:43.03,+14:02:47.5,151.9292916667,14.0465277778,57,0.016,0.984,images\spiral\587745402006143153.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=151.9292916667&dec=14.0465277778&scale=0.396&width=256&height=256&opt=
588017567101026413,uncertain,12:25:57.79,+13:03:39.4,186.4907916667,13.0609444444,30,0.61,0.065,images\uncertain\588017567101026413.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=186.4907916667&dec=13.0609444444&scale=0.396&width=256&height=256&opt=
587724648182186015,uncertain,11:49:38.40,-03:30:29.6,177.4100000000,-3.5082222222,29,0.579,0.248,images\uncertain\587724648182186015.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=177.4100000000&dec=-3.5082222222&scale=0.396&width=256&height=256&opt=
587739719754383490,uncertain,13:03:22.60,+28:47:47.5,195.8441666667,28.7965277778,57,0.645,0.214,images\uncertain\587739719754383490.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=195.8441666667&dec=28.7965277778&scale=0.396&width=256&height=256&opt=
587739827134202024,spiral,15:18:06.90,+19:29:57.9,229.5287500000,19.4994166667,43,0.013,0.987,images\spiral\587739827134202024.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=229.5287500000&dec=19.4994166667&scale=0.396&width=256&height=256&opt=
588010880382599199,elliptical,13:58:14.00,+05:24:29.8,209.5583333333,5.4082777778,35,0.914,0.086,images\elliptical\588010880382599199.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=209.5583333333&dec=5.4082777778&scale=0.396&width=256&height=256&opt=
587728669877666091,elliptical,07:56:02.62,+38:32:28.4,119.0109166667,38.5412222222,50,0.84,0.12,images\elliptical\587728669877666091.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=119.0109166667&dec=38.5412222222&scale=0.396&width=256&height=256&opt=
588009371222409341,elliptical,10:34:23.94,+59:23:15.0,158.5997500000,59.3875000000,32,1.0,0.0,images\elliptical\588009371222409341.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=158.5997500000&dec=59.3875000000&scale=0.396&width=256&height=256&opt=
587726878880629171,elliptical,21:57:17.31,-07:48:49.6,329.3221250000,-7.8137777778,26,0.885,0.115,images\elliptical\587726878880629171.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=329.3221250000&dec=-7.8137777778&scale=0.396&width=256&height=256&opt=
588010880369885332,elliptical,12:01:50.70,+05:57:02.9,180.4612500000,5.9508055556,32,0.906,0.062,images\elliptical\588010880369885332.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=180.4612500000&dec=5.9508055556&scale=0.396&width=256&height=256&opt=
588010359624237160,elliptical,12:10:16.82,+05:23:09.7,182.5700833333,5.3860277778,18,1.0,0.0,images\elliptical\588010359624237160.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=182.5700833333&dec=5.3860277778&scale=0.396&width=256&height=256&opt=
588018090008510625,elliptical,16:12:05.37,+29:32:49.3,243.0223750000,29.5470277778,42,0.881,0.024,images\elliptical\588018090008510625.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=243.0223750000&dec=29.5470277778&scale=0.396&width=256&height=256&opt=
587732578304458950,uncertain,09:51:05.58,+06:04:33.4,147.7732500000,6.0759444444,19,0.816,0.184,images\uncertain\587732578304458950.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=147.7732500000&dec=6.0759444444&scale=0.396&width=256&height=256&opt=
587736976342647006,spiral,14:52:52.43,+31:05:10.3,223.2184583333,31.0861944444,66,0.0080,0.992,images\spiral\587736976342647006.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=223.2184583333&dec=31.0861944444&scale=0.396&width=256&height=256&opt=
587731186733940936,spiral,22:57:22.65,+00:21:33.6,344.3443750000,0.3593333333,34,0.0080,0.869,images\spiral\587731186733940936.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=344.3443750000&dec=0.3593333333&scale=0.396&width=256&height=256&opt=
587742904480170005,uncertain,13:39:09.79,+17:36:32.0,204.7907916667,17.6088888889,30,0.137,0.667,images\uncertain\587742904480170005.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=204.7907916667&dec=17.6088888889&scale=0.396&width=256&height=256&opt=
587726879955484951,elliptical,22:07:49.78,-07:11:05.1,331.9574166667,-7.1847500000,22,0.864,0.091,images\elliptical\587726879955484951.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=331.9574166667&dec=-7.1847500000&scale=0.396&width=256&height=256&opt=
587741727650087001,spiral,11:56:08.43,+26:01:52.3,179.0351250000,26.0311944444,53,0.099,0.901,images\spiral\587741727650087001.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=179.0351250000&dec=26.0311944444&scale=0.396&width=256&height=256&opt=
588018055128154324,elliptical,16:42:38.65,+27:26:37.4,250.6610416667,27.4437222222,42,0.929,0.048,images\elliptical\588018055128154324.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=250.6610416667&dec=27.4437222222&scale=0.396&width=256&height=256&opt=
587731890037784780,uncertain,11:03:38.42,+55:34:19.5,165.9100833333,55.5720833333,30,0.62,0.262,images\uncertain\587731890037784780.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=165.9100833333&dec=55.5720833333&scale=0.396&width=256&height=256&opt=
587741533316055202,spiral,10:18:53.01,+26:47:11.0,154.7208750000,26.7863888889,47,0.317,0.611,images\spiral\587741533316055202.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=154.7208750000&dec=26.7863888889&scale=0.396&width=256&height=256&opt=
588010358536536286,uncertain,10:02:38.47,+03:39:43.4,150.6602916667,3.6620555556,33,0.852,0.081,images\uncertain\588010358536536286.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=150.6602916667&dec=3.6620555556&scale=0.396&width=256&height=256&opt=
588295840174637158,spiral,11:45:39.72,+48:27:04.1,176.4155000000,48.4511388889,64,0.255,0.716,images\spiral\588295840174637158.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=176.4155000000&dec=48.4511388889&scale=0.396&width=256&height=256&opt=
587736619865014412,elliptical,16:29:58.67,+23:16:58.9,247.4944583333,23.2830277778,24,1.0,0.0,images\elliptical\587736619865014412.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=247.4944583333&dec=23.2830277778&scale=0.396&width=256&height=256&opt=
587730815749128476,elliptical,22:07:48.14,-09:37:14.8,331.9505833333,-9.6207777778,31,0.935,0.0,images\elliptical\587730815749128476.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=331.9505833333&dec=-9.6207777778&scale=0.396&width=256&height=256&opt=
587727214953562996,uncertain,20:50:41.67,-05:15:17.5,312.6736250000,-5.2548611111,26,0.65,0.229,images\uncertain\587727214953562996.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=312.6736250000&dec=-5.2548611111&scale=0.396&width=256&height=256&opt=
587728930801778921,uncertain,08:21:50.11,+40:34:20.3,125.4587916667,40.5723055556,61,0.193,0.589,images\uncertain\587728930801778921.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=125.4587916667&dec=40.5723055556&scale=0.396&width=256&height=256&opt=
588018056185905326,spiral,14:09:38.69,+49:34:01.4,212.4112083333,49.5670555556,32,0.0,1.0,images\spiral\588018056185905326.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=212.4112083333&dec=49.5670555556&scale=0.396&width=256&height=256&opt=
588017978885144694,spiral,10:47:52.77,+37:44:11.8,161.9698750000,37.7366111111,25,0.013,0.987,images\spiral\588017978885144694.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=161.9698750000&dec=37.7366111111&scale=0.396&width=256&height=256&opt=
588017992837890273,uncertain,13:44:17.44,+10:23:46.9,206.0726666667,10.3963611111,61,0.083,0.612,images\uncertain\588017992837890273.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=206.0726666667&dec=10.3963611111&scale=0.396&width=256&height=256&opt=
587742550139011257,uncertain,13:52:02.01,+18:00:29.4,208.0083750000,18.0081666667,23,0.582,0.275,images\uncertain\587742550139011257.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=208.0083750000&dec=18.0081666667&scale=0.396&width=256&height=256&opt=
588017626708771052,elliptical,15:30:49.18,+34:01:57.0,232.7049166667,34.0325000000,33,0.909,0.031,images\elliptical\588017626708771052.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=232.7049166667&dec=34.0325000000&scale=0.396&width=256&height=256&opt=
588016839637401865,spiral,08:44:41.04,+27:25:16.2,131.1710000000,27.4211666667,30,0.134,0.866,images\spiral\588016839637401865.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=131.1710000000&dec=27.4211666667&scale=0.396&width=256&height=256&opt=
587739132427501861,spiral,15:42:16.54,+26:25:38.0,235.5689166667,26.4272222222,28,0.097,0.903,images\spiral\587739132427501861.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=235.5689166667&dec=26.4272222222&scale=0.396&width=256&height=256&opt=
587745402530758919,elliptical,08:15:44.82,+08:26:51.0,123.9367500000,8.4475000000,43,0.86,0.0,images\elliptical\587745402530758919.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=123.9367500000&dec=8.4475000000&scale=0.396&width=256&height=256&opt=
587742550147072188,uncertain,15:07:01.08,+14:41:08.3,226.7545000000,14.6856388889,29,0.054,0.908,images\uncertain\587742550147072188.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=226.7545000000&dec=14.6856388889&scale=0.396&width=256&height=256&opt=
587742012759736443,uncertain,14:22:45.94,+18:35:19.5,215.6914166667,18.5887500000,40,0.176,0.612,images\uncertain\587742012759736443.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=215.6914166667&dec=18.5887500000&scale=0.396&width=256&height=256&opt=
588848899933274392,uncertain,15:08:04.61,-00:05:41.3,227.0192083333,-0.0948055556,27,0.664,0.259,images\uncertain\588848899933274392.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=227.0192083333&dec=-0.0948055556&scale=0.396&width=256&height=256&opt=
587742615636214025,spiral,16:07:18.02,+14:24:25.8,241.8250833333,14.4071666667,32,0.0,0.969,images\spiral\587742615636214025.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=241.8250833333&dec=14.4071666667&scale=0.396&width=256&height=256&opt=
588023720173502596,uncertain,15:00:31.73,+18:47:35.1,225.1322083333,18.7930833333,26,0.557,0.236,images\uncertain\588023720173502596.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=225.1322083333&dec=18.7930833333&scale=0.396&width=256&height=256&opt=
588298662511640812,spiral,14:44:58.63,+40:52:31.3,221.2442916667,40.8753611111,46,0.0,0.978,images\spiral\588298662511640812.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=221.2442916667&dec=40.8753611111&scale=0.396&width=256&height=256&opt=
587739707940405423,elliptical,13:18:49.29,+29:23:37.1,199.7053750000,29.3936388889,59,0.831,0.102,images\elliptical\587739707940405423.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=199.7053750000&dec=29.3936388889&scale=0.396&width=256&height=256&opt=
587742567322419375,spiral,10:26:23.65,+17:10:14.4,156.5985416667,17.1706666667,58,0.037,0.908,images\spiral\587742567322419375.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=156.5985416667&dec=17.1706666667&scale=0.396&width=256&height=256&opt=
587733604256252078,elliptical,14:26:09.02,+55:44:30.0,216.5375833333,55.7416666667,55,0.955,0.027,images\elliptical\587733604256252078.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=216.5375833333&dec=55.7416666667&scale=0.396&width=256&height=256&opt=
587732483277586681,spiral,10:19:11.98,+45:44:16.0,154.7999166667,45.7377777778,32,0.046,0.954,images\spiral\587732483277586681.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=154.7999166667&dec=45.7377777778&scale=0.396&width=256&height=256&opt=
587729776905486441,uncertain,14:00:37.51,-02:52:23.3,210.1562916667,-2.8731388889,51,0.412,0.588,images\uncertain\587729776905486441.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=210.1562916667&dec=-2.8731388889&scale=0.396&width=256&height=256&opt=
587739845382701242,uncertain,14:23:57.68,+22:03:35.9,215.9903333333,22.0599722222,28,0.219,0.734,images\uncertain\587739845382701242.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=215.9903333333&dec=22.0599722222&scale=0.396&width=256&height=256&opt=
587730815753453699,elliptical,22:48:06.01,-10:21:25.1,342.0250416667,-10.3569722222,29,1.0,0.0,images\elliptical\587730815753453699.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=342.0250416667&dec=-10.3569722222&scale=0.396&width=256&height=256&opt=
587733080819695773,uncertain,14:00:54.78,+52:18:58.7,210.2282500000,52.3163055556,31,0.063,0.758,images\uncertain\587733080819695773.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=210.2282500000&dec=52.3163055556&scale=0.396&width=256&height=256&opt=
588010360692277342,spiral,11:17:42.42,+06:00:59.7,169.4267500000,6.0165833333,30,0.105,0.895,images\spiral\588010360692277342.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=169.4267500000&dec=6.0165833333&scale=0.396&width=256&height=256&opt=
588007004703621329,spiral,09:17:11.83,+56:09:53.0,139.2992916667,56.1647222222,23,0.211,0.789,images\spiral\588007004703621329.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=139.2992916667&dec=56.1647222222&scale=0.396&width=256&height=256&opt=
587732482759852207,spiral,14:33:00.78,+44:23:04.9,218.2532500000,44.3846944444,31,0.056,0.944,images\spiral\587732482759852207.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=218.2532500000&dec=44.3846944444&scale=0.396&width=256&height=256&opt=
588017947755151448,spiral,14:56:42.42,+34:48:41.9,224.1767500000,34.8116388889,55,0.108,0.873,images\spiral\588017947755151448.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=224.1767500000&dec=34.8116388889&scale=0.396&width=256&height=256&opt=
588007005261922519,elliptical,15:34:59.68,+55:07:11.9,233.7486666667,55.1199722222,48,1.0,0.0,images\elliptical\588007005261922519.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=233.7486666667&dec=55.1199722222&scale=0.396&width=256&height=256&opt=
587739646208377002,spiral,11:11:54.11,+30:26:10.5,167.9754583333,30.4362500000,25,0.478,0.522,images\spiral\587739646208377002.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=167.9754583333&dec=30.4362500000&scale=0.396&width=256&height=256&opt=
588017949352722561,uncertain,12:28:19.72,+43:12:28.0,187.0821666667,43.2077777778,26,0.281,0.476,images\uncertain\588017949352722561.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=187.0821666667&dec=43.2077777778&scale=0.396&width=256&height=256&opt=
587731513147916470,uncertain,02:03:24.05,+00:15:03.3,30.8502083333,0.2509166667,33,0.547,0.329,images\uncertain\587731513147916470.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=30.8502083333&dec=0.2509166667&scale=0.396&width=256&height=256&opt=
587727179542560943,elliptical,02:58:48.28,-07:42:16.4,44.7011666667,-7.7045555556,57,0.825,0.088,images\elliptical\587727179542560943.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=44.7011666667&dec=-7.7045555556&scale=0.396&width=256&height=256&opt=
587730023328252173,uncertain,14:36:43.53,+06:40:39.1,219.1813750000,6.6775277778,62,0.826,0.12,images\uncertain\587730023328252173.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=219.1813750000&dec=6.6775277778&scale=0.396&width=256&height=256&opt=
587732771033776379,spiral,08:49:47.50,+05:50:35.5,132.4479166667,5.8431944444,23,0.407,0.541,images\spiral\587732771033776379.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=132.4479166667&dec=5.8431944444&scale=0.396&width=256&height=256&opt=
587739720831664229,uncertain,13:40:10.17,+28:30:43.7,205.0423750000,28.5121388889,65,0.618,0.224,images\uncertain\587739720831664229.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=205.0423750000&dec=28.5121388889&scale=0.396&width=256&height=256&opt=
587732050020008077,uncertain,09:35:51.15,+50:17:42.0,143.9631250000,50.2950000000,15,0.087,0.741,images\uncertain\587732050020008077.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=143.9631250000&dec=50.2950000000&scale=0.396&width=256&height=256&opt=
587727223559618798,uncertain,23:46:53.54,+15:56:39.8,356.7230833333,15.9443888889,25,0.477,0.111,images\uncertain\587727223559618798.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=356.7230833333&dec=15.9443888889&scale=0.396&width=256&height=256&opt=
587728668806086919,elliptical,08:14:49.04,+42:00:17.5,123.7043333333,42.0048611111,39,0.841,0.056,images\elliptical\587728668806086919.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=123.7043333333&dec=42.0048611111&scale=0.396&width=256&height=256&opt=
587736976881549533,uncertain,15:13:23.26,+29:49:32.3,228.3469166667,29.8256388889,34,0.365,0.53,images\uncertain\587736976881549533.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=228.3469166667&dec=29.8256388889&scale=0.396&width=256&height=256&opt=
588023668093091848,spiral,11:28:21.41,+18:33:41.7,172.0892083333,18.5615833333,43,0.041,0.904,images\spiral\588023668093091848.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=172.0892083333&dec=18.5615833333&scale=0.396&width=256&height=256&opt=
587742593622409396,uncertain,14:02:46.64,+15:47:18.6,210.6943333333,15.7885000000,34,0.653,0.196,images\uncertain\587742593622409396.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=210.6943333333&dec=15.7885000000&scale=0.396&width=256&height=256&opt=
587724648188215414,elliptical,12:45:07.19,-03:29:10.8,191.2799583333,-3.4863333333,57,0.895,0.053,images\elliptical\587724648188215414.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=191.2799583333&dec=-3.4863333333&scale=0.396&width=256&height=256&opt=
587742629067817261,elliptical,15:46:01.95,+11:34:15.8,236.5081250000,11.5710555556,27,0.926,0.0,images\elliptical\587742629067817261.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=236.5081250000&dec=11.5710555556&scale=0.396&width=256&height=256&opt=
587731679578620032,elliptical,08:28:14.78,+36:29:52.1,127.0615833333,36.4978055556,59,0.779,0.146,images\elliptical\587731679578620032.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=127.0615833333&dec=36.4978055556&scale=0.396&width=256&height=256&opt=
587738409256288370,uncertain,10:44:09.17,+12:52:09.5,161.0382083333,12.8693055556,21,0.083,0.754,images\uncertain\587738409256288370.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=161.0382083333&dec=12.8693055556&scale=0.396&width=256&height=256&opt=
588848899924099292,uncertain,13:44:27.87,-00:09:59.9,206.1161250000,-0.1666388889,24,0.77,0.188,images\uncertain\588848899924099292.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=206.1161250000&dec=-0.1666388889&scale=0.396&width=256&height=256&opt=
587742059995398168,elliptical,11:42:19.95,+21:05:45.5,175.5831250000,21.0959722222,36,0.861,0.0,images\elliptical\587742059995398168.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=175.5831250000&dec=21.0959722222&scale=0.396&width=256&height=256&opt=
587728906099425682,elliptical,07:47:53.35,+33:08:49.5,116.9722916667,33.1470833333,28,0.929,0.036,images\elliptical\587728906099425682.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=116.9722916667&dec=33.1470833333&scale=0.396&width=256&height=256&opt=
588011218600984784,uncertain,14:23:44.31,+58:53:58.0,215.9346250000,58.8994444444,48,0.889,0.069,images\uncertain\588011218600984784.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=215.9346250000&dec=58.8994444444&scale=0.396&width=256&height=256&opt=
588018054577324189,elliptical,14:31:44.19,+46:29:54.1,217.9341250000,46.4983611111,34,0.882,0.029,images\elliptical\588018054577324189.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=217.9341250000&dec=46.4983611111&scale=0.396&width=256&height=256&opt=
587739115783323815,elliptical,09:41:49.28,+31:04:10.6,145.4553333333,31.0696111111,36,0.85,0.123,images\elliptical\587739115783323815.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=145.4553333333&dec=31.0696111111&scale=0.396&width=256&height=256&opt=
587725041167368298,elliptical,12:15:38.18,-01:58:49.9,183.9090833333,-1.9805277778,51,0.854,0.067,images\elliptical\587725041167368298.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=183.9090833333&dec=-1.9805277778&scale=0.396&width=256&height=256&opt=
587742578054332507,uncertain,12:33:50.42,+20:48:56.3,188.4600833333,20.8156388889,23,0.194,0.738,images\uncertain\587742578054332507.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=188.4600833333&dec=20.8156388889&scale=0.396&width=256&height=256&opt=
588017977805176884,uncertain,09:43:12.73,+32:10:35.3,145.8030416667,32.1764722222,29,0.267,0.456,images\uncertain\588017977805176884.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=145.8030416667&dec=32.1764722222&scale=0.396&width=256&height=256&opt=
588007005804495260,elliptical,16:31:37.87,+45:43:45.2,247.9077916667,45.7292222222,24,0.875,0.125,images\elliptical\588007005804495260.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=247.9077916667&dec=45.7292222222&scale=0.396&width=256&height=256&opt=
587727179540398183,uncertain,02:39:06.39,-08:14:22.1,39.7766250000,-8.2394722222,24,0.165,0.712,images\uncertain\587727179540398183.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=39.7766250000&dec=-8.2394722222&scale=0.396&width=256&height=256&opt=
587741817323126948,spiral,10:36:08.77,+23:21:11.4,159.0365416667,23.3531666667,58,0.128,0.845,images\spiral\587741817323126948.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=159.0365416667&dec=23.3531666667&scale=0.396&width=256&height=256&opt=
587739166776557799,elliptical,16:29:03.02,+19:59:31.9,247.2625833333,19.9921944444,22,0.909,0.0,images\elliptical\587739166776557799.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=247.2625833333&dec=19.9921944444&scale=0.396&width=256&height=256&opt=
588013382746046524,elliptical,12:47:38.44,+51:52:50.9,191.9101666667,51.8808055556,47,0.979,0.0,images\elliptical\588013382746046524.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=191.9101666667&dec=51.8808055556&scale=0.396&width=256&height=256&opt=
